created_at,conversation_id,id,lang,edit_history_tweet_ids,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2026-04-11T02:31:10.000Z,2042792544459751801,2042792544459751801,en,['2042792544459751801'],"Brooks Brothers was founded in 1818. Which means they celebrated their 100 year anniversary in 1919!

How crazy is that? 

They deserve more credit. One of America's first brands. Selling, more or less, the same stuff for 200 years.",2,9,107,0,10,7641,,thesamparr
2026-04-10T14:09:15.000Z,2042605836610973739,2042605836610973739,en,['2042605836610973739'],"I asked an employee at Hampton who has interviewed over 500 Hampton applicants to tell me if she noticed any differences between the super successful founders (+$100m) and the mildly successful founders who applied. 

She had 4 distinct points. 

Here are her observations.",4,10,65,0,69,14156,,thesamparr
2026-04-10T01:18:39.000Z,2042411905642377635,2042411905642377635,en,['2042411905642377635'],"Who in content and media is using AI in a wonderful way?

Just met with @jonathan_h. They way he has the hubspot team using AI for systems, like turning videos into clips and dozens of other ways, was very impressive. 

I want to see more awesome ways people are using ai for",5,49,136,0,112,16112,,thesamparr
2026-04-09T15:27:15.000Z,2042263077408678130,2042263077408678130,en,['2042263077408678130'],"Crazy cool how affordable Austin is. 

I owned a house there that I rented to people. We had to lower the rent for our tenants to keep up with market rates. 

Building more = good for people who want to live there! https://t.co/c8cDS41VNR",6,22,218,0,30,31830,,thesamparr
2026-04-09T15:25:12.000Z,2042262558954942939,2042262558954942939,en,['2042262558954942939'],Media value = audience size * buying power * how influential you are over them.,8,25,171,1,84,11617,,thesamparr
2026-04-09T11:03:52.000Z,2042196795539755368,2042196795539755368,en,['2042196795539755368'],"I'm not an investor. I don't buy stocks (just sp500). 

I'm not into PE stuff. I don't buy companies.

My favorite category of MFM guests are investors and PE guys. 

Not even hearing about mechanics of deals or investing, but the psychology behind it all. 

Happiness, dealing",4,15,88,0,37,16596,,thesamparr
2026-04-09T01:18:34.000Z,2042049112086827477,2042049497170063520,en,['2042049497170063520'],@lennysan and @jryedinak are both great examples of #2 https://t.co/G9sI9NNtwk,1,2,13,1,7,3621,625733783,thesamparr
2026-04-09T01:17:02.000Z,2042049112086827477,2042049112086827477,en,['2042049112086827477'],"The replies to the tweet are interesting. This along with the TBPN deal. 

The thoughts on this topic tends to fall into 2 categories:

1. The angry guys. They want these numbers. They either been grinding for years, nothings really clicking. Been in media for years. Snarky. Or https://t.co/5bLfsPf2uJ",5,36,237,0,89,49840,,thesamparr
2026-04-08T16:00:03.000Z,2041908941463154844,2041908941463154844,en,['2041908941463154844'],"Just now getting around to Paul Graham’s essay on the Swiss watch industry.

In the 1970s, quartz watches made mechanical watches outdated because they were cheaper and more accurate.

Three companies survived--Patek Philippe, Audemars Piguet, and Rolex.

- Rolex saw it coming",44,36,601,10,326,63073,,thesamparr
2026-04-08T13:00:00.000Z,2041863631114268770,2041863631114268770,en,['2041863631114268770'],"I asked 1,000+ founders in Hampton (all doing at least $3M ARR): do you still get imposter syndrome?

Here's what they said:

Matt (multi-exit founder, 10+ years in): ""Imposter syndrome never goes away. It just changes shape. Early on it's 'do I belong here?' Later it's 'am I the",3,21,42,1,14,7174,,thesamparr
2026-04-07T16:40:03.000Z,2041556393136664708,2041556622598701246,zxx,['2041556622598701246'],https://t.co/xOi8Zwp64T,0,2,45,0,4,17466,625733783,thesamparr
2026-04-07T16:39:09.000Z,2041556393136664708,2041556393136664708,en,['2041556393136664708'],"My father owns a produce brokerage company.

He sells +$10m a year in onions a year with a phone, fax machine, and file cabinet.

TLDR:

- he calls farmers and will buy two or three truckloads of onions
- then organizes a truck for pick up
- sells the onions to Walmart or some https://t.co/qPKPAl8HlB",207,175,3651,38,1918,807240,,thesamparr
2026-04-07T16:11:53.000Z,2041549534891741621,2041549534891741621,en,['2041549534891741621'],"The guy who invented Peeps has one of the most interesting stores I’ve ever heard:

Sam Born was a Russian Jewish immigrant who studied to become a rabbi in Ukraine.

- Came to America. Made candy instead.
- Named his company ""Just Born"", a pun on his last name plus the fact he https://t.co/57R3RAhleF",536,93,3675,59,509,169387,,thesamparr
2026-04-06T14:01:06.000Z,2041154232456290367,2041154232456290367,en,['2041154232456290367'],"This seems nitpicky but the words do matter:

1. TBPN is a media company. Creators made stuff, audience consumed it.

2. Beehive, Substack are tech companies. They make software that media company's, media people use.

3. An audience is when someone makes something that's https://t.co/FcdqLMYKot",3,15,164,3,59,54828,,thesamparr
2026-04-06T13:51:29.000Z,2041151812279914997,2041151812279914997,en,['2041151812279914997'],"Moneywise needs guests. 

That's the hardest part of the podcast. 

1) we can anonymize your voice if needed

2) its so a wild experience. talking about things you've never talked about.

very therapeutic.

also, our audience...its not small. 20k downloads an episode. and the https://t.co/mPkUoGdipL",2,19,87,1,20,24032,,thesamparr
2026-04-06T13:48:17.000Z,2041151007648829870,2041151007648829870,en,"['2041150941156589744', '2041151007648829870']","My friend @hanslorei had his account hacked and can’t get it resolved.  

If anyone has a contact at support or knows someone who can help, would be greatly appreciated. 

His contact info:  Hanslorei@gmail.com",0,23,21,1,4,10177,,thesamparr
2026-04-03T13:00:00.000Z,2040051692008542697,2040051692008542697,en,['2040051692008542697'],"The guys behind Pokémon GO just pulled off the greatest pivot in tech.

Shaan and I chatted about this on the pod recently.

For years, millions of players walked around cities capturing street-level video data.

Now the game's hype is gone.

But Niantic is licensing that",3,38,131,0,42,17788,,thesamparr
2026-04-02T22:40:07.000Z,2039811368493150618,2039835296909381715,en,['2039835296909381715'],Also not saying the hustle was the first. Just like the first of this cycle and in our world. It’s been going on for decades,0,0,10,0,1,3893,625733783,thesamparr
2026-04-02T21:05:02.000Z,2039811368493150618,2039811368493150618,en,['2039811368493150618'],"In our little world, hubspot buying the hustle was the first of this experiment. They bought our newsletters, blog, trends, podcasts like my first million.  

And tbh I’m still shocked they were bold enough to do it. It’s been amazing for them (and us). 

But it’s been done a",3,29,191,1,53,23030,,thesamparr
2026-04-02T13:00:00.000Z,2039689304029749270,2039689304029749270,en,['2039689304029749270'],"I went to Austin Rief's house for dinner with eight founders recently.

- One guy raised $140 million
- The oldest guy in the room was 25
- A bunch of them were building 7-figure media companies
- They told me they already feel threatened by 13-year-olds who are building better",14,70,379,5,135,62143,,thesamparr
2026-04-02T01:06:06.000Z,2039509646277312767,2039509646277312767,en,['2039509646277312767'],"Cool things start no cool.

https://t.co/6DCMul0WpN",1,10,61,0,18,17944,,thesamparr
2026-04-01T16:00:00.000Z,2039372216123678780,2039372216123678780,en,['2039372216123678780'],"I asked 1000+ Hampton founders (all doing at least 3M ARR): has hitting your career goals actually made you happier?

Here's what they said:

- Founder A (sold multiple companies): ""Revenue milestones felt good briefly, then faded. But being able to buy my parents a home felt",0,26,61,0,33,8810,,thesamparr
2026-04-01T13:00:03.000Z,2039326930860965909,2039326930860965909,en,['2039326930860965909'],"The agency business model just got really interesting.

Shaan and I were talking about this thesis called ""service as a software"" on MFM.

I always thought running an agency was a huge pain in the ass.

But AI flips the math.

The old model requires an army of humans to get",47,213,1015,32,873,137649,,thesamparr
2026-04-01T02:09:30.000Z,2039085331933487324,2039163213661503996,zxx,['2039163213661503996'],https://t.co/XFxw0UEPPG,0,0,1,0,1,3148,625733783,thesamparr
2026-03-31T21:00:02.000Z,2039085331933487324,2039085331933487324,en,['2039085331933487324'],"This is a Hampton Core group (based in LA).

- One co-founded a K-beauty brand, ran it for 12 years, and exited at around $200M while the brand was valued closer to $600M.

- Another quit her job as the on-set lawyer for Wheel of Fortune and Jeopardy to start a luxury travel https://t.co/OoatmaLKsU",7,23,132,2,44,18893,,thesamparr
2026-03-29T18:12:14.000Z,2038318330432389502,2038318330432389502,en,['2038318330432389502'],"Have enjoyed becoming buddies with Tommy Mello (@RealTommyMello). 

The guy has built a multi-billion-dollar business selling and fixing garage doors. 

And now he's a billionaire because of it. Savage. https://t.co/L5WETmJhsz",3,26,125,0,22,14718,,thesamparr
2026-03-29T02:01:21.000Z,2038073978963542380,2038073999733686672,qst,['2038073999733686672'],OLD,0,2,13,0,1,5049,625733783,thesamparr
2026-03-29T02:01:16.000Z,2038073978963542380,2038073978963542380,en,['2038073978963542380'],"As I've gotten older, I've realized how much joy I get from being around beautiful things. 

Previously, it was all about utility. 

Now I love things I previously thought was dumb: ornate architecture, patina in old clothes, expensive highly crafted shoes.",3,53,309,6,43,26538,,thesamparr
2026-03-27T23:42:08.000Z,2037676247191323060,2037676577463386510,en,['2037676577463386510'],"What I love about the usual suspect services is its print on demand. 

For a small company like ours with only ~30 people, can’t afford huge bulk orders and want order on demand.",0,6,14,0,3,9453,625733783,thesamparr
2026-03-27T23:41:19.000Z,2037676247191323060,2037676369719550172,en,['2037676369719550172'],Like a USA tote would be cool,0,4,13,0,2,10048,625733783,thesamparr
2026-03-27T23:40:50.000Z,2037676247191323060,2037676247191323060,en,['2037676247191323060'],"A niche but cool biz:

USA made cool swag. 

I’m trying to buy stuff for Hampton. 

Want chore jacket, denim, sweater, bag…anything like that. Our logo with a cool background story. 

Hard to find.",1,103,222,2,117,64769,,thesamparr
2026-03-27T19:49:53.000Z,2037618129220546946,2037618129220546946,it,['2037618129220546946'],Miami https://t.co/Wku9gnORjA,1,2,23,0,0,20761,,thesamparr
2026-03-27T19:24:21.000Z,2037611703429390442,2037611703429390442,en,['2037611703429390442'],"I did an episode on How to Have Good Taste. 

It’s very tactful. 

I give specific steps on how to have good taste. 

It’s good. I think. 

https://t.co/j8SZxUQBtA https://t.co/QxUfIkj8au",1,13,44,1,19,5661,,thesamparr
2026-03-27T15:54:06.000Z,2037558792557097446,2037558792557097446,en,['2037558792557097446'],"I hope the young men out there watching this realize: 

this behavior is very low integrity...and high integrity is one of the main attributes of masculinity. 

""In a scene that set off this discussion, Mr. Theroux asks Justin Waller, a manosphere influencer, to explain his https://t.co/k87n8ptWVQ",3,35,217,1,52,39277,,thesamparr
2026-03-27T14:02:58.000Z,2037530822568206387,2037530822568206387,en,['2037530822568206387'],"Books that aren’t about entrepreneurship that’ve helped me: The Warmth of Other Suns 

In the early 1900s around six million Southern black Americans migrated up north and out west to California. 

Even though slavery ended in the 1800s, in the early 1900s in the South it https://t.co/06JwhW2EGJ",24,21,173,2,110,11405,,thesamparr
2026-03-27T13:00:02.000Z,2037514986696929508,2037514986696929508,en,['2037514986696929508'],"A guy in Hampton built a $5M/year tax software company with his wife as co-founder.

@ChKashifAli studied accounting and worked as a journalist for 6 years (including at the WSJ).

Then he taught himself to code and worked at Adobe for 3 years.

He builds two failed startups. https://t.co/UiImLwh1sq",23,36,347,5,167,51442,,thesamparr
2026-03-27T02:49:04.000Z,2037361232957604203,2037361232957604203,en,['2037361232957604203'],back when newsletters were still cool and ai didn't exist. https://t.co/7rKjIH9Rsm,3,16,66,0,41,21150,,thesamparr
2026-03-27T01:26:56.000Z,2037340563146412521,2037340563146412521,en,['2037340563146412521'],"Last summer @jspeiser bought me a first edition George Magazine. 

George was JFK Jr's magazine. I had just read his biography and loved it, so it was a thoughtful gift.

It was like $20 I bet.

Now they're selling for $800 on eBay! https://t.co/RDVFno8QQj",0,4,42,0,5,7792,,thesamparr
2026-03-26T20:30:53.000Z,2037266058982109632,2037266058982109632,en,['2037266058982109632'],"This is nuts

- my buddy joel has had a company called Impossible. its decade plus old
- impossible foods comes along
- joel owns the impossible trademark
- impossible foods sues him for trademark
- he spends a TON of his own money defending the case. Like over 5-6 years. Counter https://t.co/VjZDQK1yQs",146,68,3919,8,225,242702,,thesamparr
2026-03-26T13:00:01.000Z,2037152593655586948,2037152593655586948,en,['2037152593655586948'],"Someone in Hampton (1000+ founders) asked people if they share revenue and P&amp;L with employees.

Here's what they said:

Founder A (bootstrapped, ~20 employees): ""I share nothing. Not even with my COO. I've never been happier running a company.""

Founder B (also",2,105,241,3,134,66505,,thesamparr
